"AtcoCode","TiplocCode","CrsCode","StationName","StationNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification",SV0000000000,"Latitude","Longitude"
"9100DUNBAR","DUNBAR","DUN","Dunbar Rail Station","","U",368080,678490,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT6808078490,55.998292,-2.5133461
"9100DUNCRAG","DUNCRAG","DCG","Duncraig Rail Station","","U",181207,833239,"2005-03-17T00:00:00","2010-02-25T14:56:09",2,"rev",NG8120733239,57.337000,-5.6371305
"9100DUNDETB","DUNDETB","DEE","Dundee Rail Station","","U",340242,729793,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NO4024229793,56.456485,-2.9712045
"9100DUNKELD","DUNKELD","DKD","Dunkeld & Birnam Rail Station","","U",303080,741680,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NO0308041680,56.557055,-3.5783989
"9100DURSLEY","DURSLEY","CDU","Cam & Dursley Rail Station","","U",375290,202160,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SO7529002160,51.717617,-2.3590827
"9100DVHL","DVHL","DVH","Dove Holes Rail Station","","U",407445,378125,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",SK0744578125,53.300026,-1.8897515
"9100DWBY","DWBY","DEW","Dewsbury Rail Station","","U",424325,421805,"2003-11-04T00:00:00","2010-07-26T14:35:20",3,"rev",SE2432521805,53.692130,-1.6331064
"9100DYCE","DYCE","DYC","Dyce Rail Station","","U",388480,812780,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",NJ8848012780,57.205648,-2.1923223
"9100DYFRYNA","DYFRYNA","DYF","Dyffryn Ardudwy Rail Station","","U",258170,323330,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SH5817023330,52.788850,-4.1046436
"9100EALINGB","EALINGB","EAL","Ealing Broadway Rail Station","","U",517938,180913,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ1793880913,51.514840,-0.30175176
"9100EARLSWD","EARLSWD","ELD","Earlswood (Surrey) Rail Station","","U",527820,149160,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2782049160,51.227327,-0.17082306
"9100EASTBRK","EASTBRK","EBK","Eastbrook Rail Station","","U",316260,171650,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST1626071650,51.437634,-3.2061374
"9100EBOLDON","EBOLDON","EBL","East Boldon Rail Station","","U",437230,561460,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NZ3723061460,54.946414,-1.4203139
"9100EBOURNE","EBOURNE","EBN","Eastbourne Rail Station","","U",560959,99124,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TV6095999124,50.769376,0.28124693
"9100EBSFDOM","EBSFDOM","EBD","Ebbsfleet International Rail Station","","U",561394,174108,"2009-03-30T16:31:47","2009-03-30T16:31:47",0,"new",TQ6139474108,51.442972,0.32092084
"9100EBWVPWY","EBWVPWY","EBV","Ebbw Vale Parkway Rail Station","","U",317539,207172,"2008-01-11T09:13:42","2008-01-11T09:13:42",0,"new",SO1753907172,51.757142,-3.1961027
"9100EBWVTN","EBWVTN","EBB","Ebbw Vale Town Rail Station","","U",317128,209353,"2015-01-16T15:12:00","2015-01-16T15:12:00",1,"rev",SO1712809353,51.776686,-3.2025769
"9100ECCLES","ECCLES","ECC","Eccles Rail Station","","U",377900,398790,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ7790098790,53.485357,-2.3345143
"9100ECLR","ECLR","ECS","Eccles Road Rail Station","","U",601820,290030,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TM0182090030,52.470882,0.96991722
"9100ECPK","ECPK","ECL","Eccleston Park Rail Station","","U",348270,392950,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ4827092950,53.430785,-2.7800415
"9100ECROYDN","ECROYDN","ECR","East Croydon Rail Station","","U",532841,165770,"2003-11-04T00:00:00","2008-11-19T18:02:10",2,"rev",TQ3284165770,51.375452,-0.092779697
"9100EDALE","EDALE","EDL","Edale Rail Station","","U",412300,385360,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",SK1230085360,53.364970,-1.8166262
"9100EDGH","EDGH","EDG","Edge Hill Rail Station","","U",337170,389950,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ3717089950,53.402615,-2.9464829
"9100EDIDBRY","EDIDBRY","EDY","East Didsbury Rail Station","","U",385340,390300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ8534090300,53.409307,-2.2219963
"9100EDINBUR","EDINBUR","EDB","Edinburgh Rail Station","","U",325900,673900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT2590073900,55.952391,-3.1882276
"9100EDINPRK","EDINPRK","EDP","Edinburgh Park Rail Station","","U",318390,671270,"2005-02-18T00:00:00","2006-09-18T18:24:34",1,"rev",NT1839071270,55.927549,-3.3076641
"9100EDMNGRN","EDMNGRN","EDR","Edmonton Green Rail Station","","U",534310,193570,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3431093570,51.624927,-0.061112492
"9100EDNB","EDNB","EBR","Edenbridge Rail Station","","U",544040,147487,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",TQ4404047487,51.208434,0.060646265
"9100EDNT","EDNT","EBT","Edenbridge Town Rail Station","","U",544522,146571,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ4452246571,51.200081,0.067173020
"9100EDPK","EDPK","EDN","Eden Park Rail Station","","U",537420,167520,"2003-11-04T00:00:00","2010-09-06T16:58:37",3,"rev",TQ3742067520,51.390089,-0.026355157
"9100EDULWCH","EDULWCH","EDW","East Dulwich Rail Station","","U",533440,175360,"2005-04-25T00:00:00","2010-05-14T17:36:24",2,"rev",TQ3344075360,51.461493,-0.080571697
"9100EFARLGH","EFARLGH","EFL","East Farleigh Rail Station","","U",573484,153607,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ7348453607,51.255236,0.48472895
"9100EFNGHMJ","EFNGHMJ","EFF","Effingham Junction Rail Station","","U",510271,155892,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",TQ1027155892,51.291494,-0.41996540
"9100EGGESFD","EGGESFD","EGG","Eggesford Rail Station","","U",268230,111480,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SS6823011480,50.887735,-3.8747451
"9100EGHAM","EGHAM","EGH","Egham Rail Station","","U",501143,171073,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ0114371073,51.429645,-0.54651221
"9100EGLSCLF","EGLSCLF","EAG","Eaglescliffe Rail Station","","U",442200,515100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NZ4220015100,54.529430,-1.3494370
"9100EGRFRTH","EGRFRTH","EGF","East Garforth Rail Station","","U",441565,433035,"2003-11-04T00:00:00","2010-07-26T14:35:29",2,"rev",SE4156533035,53.791976,-1.3705368
"9100EGRNSTD","EGRNSTD","EGR","East Grinstead Rail Station","","U",538800,138200,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",TQ3880038200,51.126272,-0.017900092
"9100EGTON","EGTON","EGT","Egton Rail Station","","U",480430,505380,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",NZ8043005380,54.437480,-0.76146493
"9100EKILBRD","EKILBRD","EKL","East Kilbride Rail Station","","U",263310,654670,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",NS6331054670,55.766002,-4.1802269
"9100ELGH","ELGH","ESL","Eastleigh Rail Station","","U",445732,119071,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",SU4573219071,50.969248,-1.3500845
"9100ELGIN","ELGIN","ELG","Elgin Rail Station","","U",321823,862199,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NJ2182362199,57.642908,-3.3112459
"9100ELMERSE","ELMERSE","ELE","Elmers End Rail Station","","U",535780,168411,"2005-04-25T00:00:00","2014-02-03T18:24:34",1,"rev",TQ3578068411,51.398491,-0.049570346
"9100ELMSWEL","ELMSWEL","ESW","Elmswell Rail Station","","U",598970,263980,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TL9897063980,52.238039,0.91258945
"9100ELMW","ELMW","ESD","Elmstead Woods Rail Station","","U",542250,170660,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ4225070660,51.417116,0.044274063
"9100ELPHNAC","ELPHNAC","EPH","Elephant & Castle Rail Station","","U",532085,178945,"2005-04-25T00:00:00","2010-06-04T18:47:16",4,"rev",TQ3208578945,51.494027,-0.098725573
"9100ELSC","ELSC","ELR","Elsecar Rail Station","","U",438080,400370,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SE3808000370,53.498657,-1.4274238
"9100ELSENHM","ELSENHM","ESM","Elsenham Rail Station","","U",553321,227014,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL5332127014,51.920544,0.22807028
"9100ELSMPRT","ELSMPRT","ELP","Ellesmere Port Rail Station","","U",340330,376510,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",SJ4033076510,53.282189,-2.8964225
"9100ELTHAM","ELTHAM","ELW","Eltham Rail Station","","U",542700,174960,"2005-04-25T00:00:00","2010-05-14T17:36:24",3,"rev",TQ4270074960,51.455642,0.052472335
"9100ELTON","ELTON","ELO","Elton & Orston Rail Station","","U",476990,340030,"2005-09-02T00:00:00","2011-01-24T15:59:01",2,"rev",SK7699040030,52.952135,-0.85551239
"9100ELTR","ELTR","ELS","Elstree & Borehamwood Rail Station","","U",519080,196320,"2003-11-04T00:00:00","2012-01-11T17:17:14",2,"rev",TQ1908096320,51.653068,-0.28008153
"9100ELWD","ELWD","EWD","Earlswood (West Midlands) Rail Station","","U",409550,274290,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP0955074290,52.366580,-1.8611695
"9100ELYY","ELYY","ELY","Ely Rail Station","","U",554350,279440,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",TL5435079440,52.391228,0.26682759
"9100EMALING","EMALING","EML","East Malling Rail Station","","U",570200,156900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ7020056900,51.285808,0.43928028
"9100EMPKWAY","EMPKWAY","EMD","East Midlands Parkway Rail Station","","U",449700,329700,"2009-01-05T10:27:39","2013-08-15T15:13:32",3,"rev",SK4970029700,52.862499,-1.2632319
"9100EMRSPKH","EMRSPKH","EMP","Emerson Park Rail Station","","U",553965,187865,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ5396587865,51.568641,0.22011324
"9100EMSWTH","EMSWTH","EMS","Emsworth Rail Station","","U",474825,106325,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev",SU7482506325,50.851613,-0.93842971
"9100ENFC","ENFC","ENC","Enfield Chase Rail Station","","U",532180,196666,"2005-04-25T00:00:00","2010-05-14T17:37:23",2,"rev",TQ3218096666,51.653252,-0.090696368
"9100ENFLDLK","ENFLDLK","ENL","Enfield Lock Rail Station","","U",536427,198745,"2005-04-25T00:00:00","2010-05-14T17:37:23",2,"rev",TQ3642798745,51.670920,-0.028532462
"9100ENFLDTN","ENFLDTN","ENF","Enfield Town Rail Station","","U",532970,196550,"2005-04-25T00:00:00","2010-02-10T16:26:11",2,"rev",TQ3297096550,51.652024,-0.079327639
"9100ENTWISL","ENTWISL","ENT","Entwistle Rail Station","","U",372700,417800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD7270017800,53.655975,-2.4145447
"9100EPSDNS","EPSDNS","EPD","Epsom Downs Rail Station","","U",522806,159759,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2280659759,51.323686,-0.23895484
"9100EPSM","EPSM","EPS","Epsom Rail Station","","U",520700,160900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2070060900,51.334391,-0.26877767
"9100ERDNGTN","ERDNGTN","ERD","Erdington Rail Station","","U",410985,292280,"2003-11-04T00:00:00","2010-04-01T16:15:28",2,"rev",SP1098592280,52.528283,-1.8395089
"9100ERGNCHP","ERGNCHP","ECP","Energlyn & Churchill Park Rail Station","","U",314957,187866,"2013-09-18T14:49:53","2013-09-18T14:49:53",0,"new",ST1495787866,51.583211,-3.2287955
"9100ERIDGE","ERIDGE","ERI","Eridge Rail Station","","U",554271,134488,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ5427134488,51.088964,0.20143172
"9100ERITH","ERITH","ERH","Erith Rail Station","","U",551130,178100,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ5113078100,51.481669,0.17505445
"9100ERLFLD","ERLFLD","EAD","Earlsfield Rail Station","","U",526050,173040,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ2605073040,51.442335,-0.18771493
"9100ERLSTWN","ERLSTWN","ERL","Earlestown Rail Station","","U",357750,395120,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ5775095120,53.451135,-2.6376632
"9100ERLY","ERLY","EAR","Earley Rail Station","","U",475300,171900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SU7530071900,51.441098,-0.91798819
"9100ESHER","ESHER","ESH","Esher Rail Station","","U",514696,165824,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ1469665824,51.379889,-0.35333783
"9100ESHS","ESHS","EST","Easterhouse Rail Station","","U",268210,664960,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS6821064960,55.859755,-4.1071763
"9100ESKBANK","ESKBANK","EKB","Eskbank Rail Station","","U",332343,665936,"2015-03-31T11:04:00","2015-03-31T11:04:00",1,"rev",NT3234365936,55.881801,-3.0830730
"9100ESSEXRD","ESSEXRD","EXR","Essex Road Rail Station","","U",532120,184140,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3212084140,51.540704,-0.096276056
"9100ESTFLDS","ESTFLDS","MTC","Mitcham Eastfields Rail Station","","U",528445,169250,"2008-02-21T09:22:38","2010-05-27T19:04:08",1,"rev",TQ2844569250,51.407737,-0.15464603
"9100ESTHRAK","ESTHRAK","ERA","Eastham Rake Rail Station","","U",334721,379404,"2003-11-04T00:00:00","2009-03-30T16:44:24",3,"rev",SJ3472179404,53.307537,-2.9811324
"9100ESTRNGT","ESTRNGT","EGN","Eastrington Rail Station","","U",480034,429437,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SE8003429437,53.755160,-0.78763037
"9100ETCHNGM","ETCHNGM","ETC","Etchingham Rail Station","","U",571431,126301,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ7143126301,51.010544,0.44235628
"9100ETILBRY","ETILBRY","ETL","East Tilbury Rail Station","","U",567634,178969,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ6763478969,51.484830,0.41292779
"9100EUSTON","EUSTON","EUS","London Euston Rail Station","","U",529545,182675,"2003-11-04T00:00:00","2010-01-22T15:18:59",2,"rev",TQ2954582675,51.528135,-0.13392363
"9100EUXT","EUXT","EBA","Euxton Balshaw Lane Rail Station","","U",355688,418431,"2003-11-04T00:00:00","2010-06-21T15:10:20",2,"rev",SD5568818431,53.660478,-2.6720234
"9100EVESHAM","EVESHAM","EVE","Evesham Rail Station","","U",403706,244452,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev",SP0370644452,52.098395,-1.9473135
"9100EWELLE","EWELLE","EWE","Ewell East Rail Station","","U",522569,162158,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2256962158,51.345298,-0.24152963
"9100EWELW","EWELW","EWW","Ewell West Rail Station","","U",521480,162660,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2148062660,51.350043,-0.25698661
"9100EWRTHNG","EWRTHNG","EWR","East Worthing Rail Station","","U",515975,103745,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ1597503745,50.821643,-0.35489374
"9100EXETERC","EXETERC","EXC","Exeter Central Rail Station","","U",291875,92995,"2003-11-04T00:00:00","2009-01-19T13:00:36",2,"rev",SX9187592995,50.726482,-3.5332764
"9100EXETRSD","EXETRSD","EXD","Exeter St Davids Rail Station","","U",291175,93320,"2003-11-04T00:00:00","2009-07-22T15:06:57",3,"rev",SX9117593320,50.729273,-3.5432861
"9100EXETRST","EXETRST","EXT","Exeter St Thomas Rail Station","","U",291461,91965,"2003-11-04T00:00:00","2009-06-19T14:22:45",2,"rev",SX9146191965,50.717146,-3.5388362
"9100EXHIBTC","EXHIBTC","EXG","Exhibition Centre (Glasgow) Rail Station","","U",257177,665510,"2003-11-04T00:00:00","2011-07-18T17:01:58",2,"rev",NS5717765510,55.861549,-4.2835887
"9100EXMOUTH","EXMOUTH","EXM","Exmouth Rail Station","","U",300002,81170,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SY0000281170,50.621633,-3.4149716
"9100EXTON","EXTON","EXN","Exton Rail Station","","U",298043,86399,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SX9804386399,50.668302,-3.4440962
"9100EYNSFD","EYNSFD","EYN","Eynsford Rail Station","","U",553565,164934,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ5356564934,51.362719,0.20439313
"9100FAIRLIE","FAIRLIE","FRL","Fairlie Rail Station","","U",221030,654640,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS2103054640,55.751941,-4.8532673
"9100FALCNWD","FALCNWD","FCN","Falconwood Rail Station","","U",544553,175403,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ4455375403,51.459153,0.079304481
"9100FALKRKG","FALKRKG","FKG","Falkirk Grahamston Rail Station","","U",288780,680290,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS8878080290,56.002612,-3.7850460
"9100FALKRKH","FALKRKH","FKK","Falkirk High Rail Station","","U",288300,679100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS8830079100,55.991814,-3.7922440
"9100FALMTHD","FALMTHD","FAL","Falmouth Docks Rail Station","","U",181777,32322,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev",SW8177732322,50.150706,-5.0560280
"9100FALMTHT","FALMTHT","FMT","Falmouth Town Rail Station","","U",181130,32085,"2003-11-04T00:00:00","2011-09-30T14:47:28",4,"rev",SW8113032085,50.148339,-5.0649348
"9100FAMBDGE","FAMBDGE","NFA","North Fambridge Rail Station","","U",585622,197826,"2005-04-21T00:00:00","2007-07-12T10:50:00",2,"rev",TQ8562297826,51.648582,0.68165880
"9100FAMR","FAMR","FMR","Falmer Rail Station","","U",534700,108700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3470008700,50.862127,-0.087385503
"9100FAREHAM","FAREHAM","FRM","Fareham Rail Station","","U",456971,106257,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev",SU5697106257,50.853032,-1.1920372
"9100FARNHAM","FARNHAM","FNH","Farnham Rail Station","","U",484446,146548,"2005-04-21T00:00:00","2007-02-13T17:06:21",3,"rev",SU8444646548,51.211903,-0.79242716
"9100FAULDHS","FAULDHS","FLD","Fauldhouse Rail Station","","U",292380,660140,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev",NS9238060140,55.822472,-3.7193186
"9100FAVRSHM","FAVRSHM","FAV","Faversham Rail Station","","U",601585,160924,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TR0158560924,51.311712,0.89104490
"9100FAYGATE","FAYGATE","FGT","Faygate Rail Station","","U",521728,134388,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",TQ2172834388,51.095889,-0.26301866
"9100FAZKRLY","FAZKRLY","FAZ","Fazakerley Rail Station","","U",337916,397336,"2003-11-04T00:00:00","2008-11-17T19:06:08",2,"rev",SJ3791697336,53.469083,-2.9367232
"9100FEARN","FEARN","FRN","Fearn Rail Station","","U",281518,878244,"2003-11-04T00:00:00","2010-02-25T14:53:11",2,"rev",NH8151878244,57.778141,-3.9939356
"9100FELTHAM","FELTHAM","FEL","Feltham Rail Station","","U",510600,173300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ1060073300,51.447897,-0.40983823
"9100FENCHRS","FENCHRS","FST","London Fenchurch Street Rail Station","","U",533410,180940,"2003-11-04T00:00:00","2010-06-04T18:47:16",2,"rev",TQ3341080940,51.511644,-0.078896765
"9100FENITON","FENITON","FNT","Feniton Rail Station","","U",309485,99355,"2005-04-04T00:00:00","2010-10-06T16:42:54",2,"rev",SY0948599355,50.786675,-3.2854177
"9100FERNHIL","FERNHIL","FER","Fernhill Rail Station","","U",303600,199560,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST0360099560,51.686493,-3.3958826
"9100FERRIBY","FERRIBY","FRY","Ferriby Rail Station","","U",498570,425560,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SE9857025560,53.717153,-0.50783046
"9100FFAIRFC","FFAIRFC","FFA","Ffairfach Rail Station","","U",262900,221200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SN6290021200,51.872473,-3.9928593
"9100FGDHBR","FGDHBR","FGH","Fishguard Harbour Rail Station","","U",195200,239000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SM9520039000,52.011541,-4.9856419
"9100FGDHGWK","FGDHGWK","FGW","Fishguard & Goodwick Rail Station","","U",194535,238200,"2011-12-01T15:47:59","2011-12-01T15:47:59",0,"new",SM9453538200,52.004112,-4.9948377
"9100FILEY","FILEY","FIL","Filey Rail Station","","U",511370,480690,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",TA1137080690,54.209857,-0.29384939
"9100FILTNEW","FILTNEW","FIT","Filton Abbey Wood Rail Station","","U",361060,178595,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST6106078595,51.504937,-2.5624305
"9100FINSTCK","FINSTCK","FIN","Finstock Rail Station","","U",436647,217265,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SP3664717265,51.852780,-1.4693430
"9100FISKRTN","FISKRTN","FSK","Fiskerton Rail Station","","U",473000,352000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK7300052000,53.060272,-0.91218756
"9100FITZWLM","FITZWLM","FZW","Fitzwilliam Rail Station","","U",441475,415290,"2005-04-04T00:00:00","2010-07-26T14:35:37",2,"rev",SE4147515290,53.632499,-1.3742731
"9100FIVEWYS","FIVEWYS","FWY","Five Ways Rail Station","","U",406010,285910,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP0601085910,52.471093,-1.9129543
"9100FLEET","FLEET","FLE","Fleet Rail Station","","U",481626,155260,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SU8162655260,51.290633,-0.83080565
"9100FLIMBY","FLIMBY","FLM","Flimby Rail Station","","U",302070,533800,"2005-04-04T00:00:00","2011-03-07T15:31:51",4,"rev",NY0207033800,54.689685,-3.5207400
"9100FLINT","FLINT","FLN","Flint Rail Station","","U",324500,373100,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",SJ2450073100,53.249522,-3.1329931
"9100FLITWCK","FLITWCK","FLT","Flitwick Rail Station","","U",503390,234980,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL0339034980,52.003640,-0.49525786
"9100FLIXTON","FLIXTON","FLI","Flixton Rail Station","","U",374575,394184,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SJ7457594184,53.443806,-2.3842464
"9100FLKSTNC","FLKSTNC","FKC","Folkestone Central Rail Station","","U",622084,136286,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TR2208436286,51.082886,1.1694823
"9100FLKSTNW","FLKSTNW","FKW","Folkestone West Rail Station","","U",620985,136428,"2005-04-21T00:00:00","2009-04-23T17:00:07",2,"rev",TR2098536428,51.084585,1.1539034
"9100FLSCRHN","FLSCRHN","FOC","Falls of Cruachan Rail Station","","U",207990,726750,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NN0799026750,56.393882,-5.1124776
"9100FLWRYFD","FLWRYFD","FLF","Flowery Field Rail Station","","U",394716,396126,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SJ9471696126,53.461853,-2.0810529
"9100FLXSTOW","FLXSTOW","FLX","Felixstowe Rail Station","","U",630250,235146,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev",TM3025035146,51.967071,1.3504351
"9100FNCHLYR","FNCHLYR","FNY","Finchley Road & Frognal Rail Station","","U",526070,185050,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2607085050,51.550264,-0.18314060
"9100FNPK","FNPK","FPK","Finsbury Park Rail Station","","U",531358,186746,"2003-11-04T00:00:00","2008-10-10T17:17:42",2,"rev",TQ3135886746,51.564300,-0.10628497
"9100FORD","FORD","FOD","Ford Rail Station","","U",500215,104280,"2003-11-04T00:00:00","2011-08-22T17:03:04",2,"rev",TQ0021504280,50.829392,-0.57841001
"9100FORESTH","FORESTH","FOH","Forest Hill Rail Station","","U",535410,172940,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ3541072940,51.439278,-0.053157102
"9100FORMBY","FORMBY","FBY","Formby Rail Station","","U",329150,406850,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD2915006850,53.553476,-3.0709077
"9100FORRES","FORRES","FOR","Forres Rail Station","","U",302950,858920,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NJ0295058920,57.609795,-3.6259496
"9100FORSNRD","FORSNRD","FRS","Forsinard Rail Station","","U",289100,942500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NC8910042500,58.356898,-3.8968802
"9100FOUROKS","FOUROKS","FOK","Four Oaks Rail Station","","U",411750,298010,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP1175098010,52.579778,-1.8280317
"9100FOXFILD","FOXFILD","FOX","Foxfield Rail Station","","U",320880,485460,"2003-11-04T00:00:00","2011-03-07T15:31:51",2,"rev",SD2088085460,54.258666,-3.2160615
"9100FOXTON","FOXTON","FXN","Foxton Rail Station","","U",540885,248760,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev",TL4088548760,52.119212,0.056308095
"9100FRANT","FRANT","FRT","Frant Rail Station","","U",560739,136362,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ6073936362,51.104027,0.29454306
"9100FRATTON","FRATTON","FTN","Fratton Rail Station","","U",465360,100050,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev",SU6536000050,50.796337,-1.0739827
"9100FRBN","FRBN","FRB","Fairbourne Rail Station","","U",261600,312900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SH6160012900,52.696040,-4.0494133
"9100FRBRMN","FRBRMN","FNB","Farnborough (Main) Rail Station","","U",486850,156010,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev",SU8685056010,51.296604,-0.75572569
"9100FRBRNTH","FRBRNTH","FNN","Farnborough North Rail Station","","U",487725,156630,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev",SU8772556630,51.302043,-0.74302689
"9100FRDSHM","FRDSHM","FRD","Frodsham Rail Station","","U",351870,377895,"2003-11-04T00:00:00","2011-03-24T17:35:58",2,"rev",SJ5187077895,53.295813,-2.7235668
