"AtcoCode","TiplocCode","CrsCode","StationName","StationNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification",SV0000000000,"Latitude","Longitude"
"9100WARNHAM","WARNHAM","WNH","Warnham Rail Station","","U",517083,133948,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ1708333948,51.092900,-0.32946416
"9100WARWICK","WARWICK","WRW","Warwick Rail Station","","U",428620,265460,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP2862065460,52.286538,-1.5818545
"9100WARWPWY","WARWPWY","WRP","Warwick Parkway Rail Station","","U",426560,265400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP2656065400,52.286102,-1.6120579
"9100WATBECH","WATBECH","WBC","Waterbeach Rail Station","","U",550020,264955,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev",TL5002064955,52.262304,0.19679051
"9100WATFDHS","WATFDHS","WFH","Watford High Street Rail Station","","U",511359,196098,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ1135996098,51.652653,-0.39171117
"9100WATFDJ","WATFDJ","WFJ","Watford Junction Rail Station","","U",511040,197343,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",TQ1104097343,51.663906,-0.39592530
"9100WATFDN","WATFDN","WFN","Watford North Rail Station","","U",511426,198664,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ1142698664,51.675702,-0.38992580
"9100WATFJDC","WATFJDC","WFJ","Watford Junction Rail Station","","U",511000,197300,"2003-11-04T00:00:00","2008-04-07T11:00:14",2,"rev",TQ1100097300,51.663527,-0.39651704
"9100WATLGTN","WATLGTN","WTG","Watlington Rail Station","","U",561240,311050,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TF6124011050,52.673170,0.38331608
"9100WATONAS","WATONAS","WAS","Watton-at-Stone Rail Station","","U",529610,219210,"2003-11-04T00:00:00","2011-02-07T18:49:18",2,"rev",TL2961019210,51.856436,-0.11942749
"9100WATRLMN","WATRLMN","WAT","London Waterloo Rail Station","","U",531060,179950,"2003-11-04T00:00:00","2009-10-13T16:26:29",2,"rev",TQ3106079950,51.503297,-0.11310894
"9100WATSTND","WATSTND","WTS","Whatstandwell Rail Station","","U",433315,354125,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",SK3331554125,53.083312,-1.5040862
"9100WAUNGRN","WAUNGRN","WNG","Waun-gron Park Rail Station","","U",314720,177300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST1472077300,51.488194,-3.2296523
"9100WBRMPTN","WBRMPTN","WBP","West Brompton Rail Station","","U",525380,178000,"2005-04-25T00:00:00","2011-08-08T15:45:27",3,"rev",TQ2538078000,51.487060,-0.19559263
"9100WBYFLET","WBYFLET","WBY","West Byfleet Rail Station","","U",504200,161075,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ0420061075,51.339224,-0.50548521
"9100WCALDER","WCALDER","WCL","West Calder Rail Station","","U",302000,663400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT0200063400,55.853802,-3.5670167
"9100WCHAPEL","WCHAPEL","ZWL","Whitechapel Rail Station","","U",534715,181845,"2010-02-05T15:59:49","2010-02-16T14:56:50",2,"rev",TQ3471581845,51.519467,-0.059757122
"9100WCHR","WCHR","WTC","Whitchurch (Shrops) Rail Station","","U",354985,341400,"2003-11-04T00:00:00","2011-09-30T14:47:28",3,"rev",SJ5498541400,52.968058,-2.6716982
"9100WCKHMMR","WCKHMMR","WCM","Wickham Market Rail Station","","U",632605,255760,"2005-04-04T00:00:00","2006-11-24T15:29:01",2,"rev",TM3260555760,52.151099,1.3986801
"9100WCLIFF","WCLIFF","WCF","Westcliff-on-Sea Rail Station","","U",586756,185481,"2005-04-21T00:00:00","2007-02-13T17:06:21",3,"rev",TQ8675685481,51.537332,0.69146588
"9100WCOMBEP","WCOMBEP","WCB","Westcombe Park Rail Station","","U",540245,178070,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ4024578070,51.484201,0.018394656
"9100WCROYDN","WCROYDN","WCY","West Croydon Rail Station","","U",532150,166083,"2005-04-25T00:00:00","2007-06-14T15:58:48",2,"rev",TQ3215066083,51.378426,-0.10258555
"9100WDEN","WDEN","WDN","Walsden Rail Station","","U",393200,422207,"2003-11-04T00:00:00","2010-07-26T14:38:18",2,"rev",SD9320022207,53.696258,-2.1044640
"9100WDGRNPK","WDGRNPK","WGR","Woodgrange Park Rail Station","","U",541850,185355,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ4185085355,51.549262,0.044423228
"9100WDHAMFR","WDHAMFR","SOF","South Woodham Ferrers Rail Station","","U",580420,197735,"2005-04-21T00:00:00","2010-10-06T16:45:11",3,"rev",TQ8042097735,51.649457,0.60650507
"9100WDHOUSE","WDHOUSE","WDH","Woodhouse Rail Station","","U",442850,385400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK4285085400,53.363742,-1.3575535
"9100WDLESFD","WDLESFD","WDS","Woodlesford Rail Station","","U",436830,429080,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SE3683029080,53.756786,-1.4428794
"9100WDMNSTR","WDMNSTR","WME","Woodmansterne Rail Station","","U",528720,159385,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2872059385,51.319018,-0.15426212
"9100WDND","WDND","WDE","Wood End Rail Station","","U",410710,271745,"2003-11-04T00:00:00","2010-11-08T17:02:59",2,"rev",SP1071071745,52.343678,-1.8442137
"9100WDNYMNR","WDNYMNR","WMR","Widney Manor Rail Station","","U",415450,277570,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP1545077570,52.395933,-1.7743704
"9100WDON","WDON","WIM","Wimbledon Rail Station","","U",524811,170666,"2003-11-04T00:00:00","2008-10-07T09:29:55",2,"rev",TQ2481170666,51.421274,-0.20636866
"9100WDRNGTN","WDRNGTN","WDD","Widdrington Rail Station","","U",424485,594190,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev",NZ2448594190,55.241305,-1.6164734
"9100WDRYTON","WDRYTON","WDT","West Drayton Rail Station","","U",506120,180120,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ0612080120,51.510053,-0.47223430
"9100WDST","WDST","WST","Wood Street Rail Station","","U",538490,189415,"2005-04-25T00:00:00","2010-05-27T19:04:08",2,"rev",TQ3849089415,51.586579,-0.0024053983
"9100WDULWCH","WDULWCH","WDU","West Dulwich Rail Station","","U",532750,173030,"2005-04-25T00:00:00","2010-06-04T18:47:16",2,"rev",TQ3275073030,51.440716,-0.091371509
"9100WDWTOWN","WDWTOWN","WNT","Wandsworth Town Rail Station","","U",525970,175120,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2597075120,51.461046,-0.18812548
"9100WEALING","WEALING","WEA","West Ealing Rail Station","","U",516666,180735,"2005-04-25T00:00:00","2010-06-04T18:47:16",2,"rev",TQ1666680735,51.513504,-0.32013328
"9100WEDGWD","WEDGWD","WED","Wedgwood Rail Station","","U",388620,339310,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ8862039310,52.951047,-2.1708219
"9100WEELEY","WEELEY","WEE","Weeley Rail Station","","U",614657,221756,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TM1465721756,51.853097,1.1154817
"9100WEETON","WEETON","WET","Weeton Rail Station","","U",427600,447530,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SE2760047530,53.923176,-1.5812156
"9100WELHAMG","WELHAMG","WMG","Welham Green Rail Station","","U",523653,205697,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL2365305697,51.736350,-0.21069175
"9100WELLING","WELLING","WLI","Welling Rail Station","","U",546090,176075,"2005-04-25T00:00:00","2010-06-04T18:47:16",2,"rev",TQ4609076075,51.464797,0.10168956
"9100WELNGTN","WELNGTN","WLN","Wellington (Shropshire) Rail Station","","U",365150,311640,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ6515011640,52.701304,-2.5171654
"9100WELSHPL","WELSHPL","WLP","Welshpool Rail Station","","U",322995,307251,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",SJ2299507251,52.657493,-3.1398712
"9100WEMBLSM","WEMBLSM","WCX","Wembley Stadium Rail Station","","U",518955,185340,"2005-04-25T00:00:00","2010-06-04T18:47:16",2,"rev",TQ1895585340,51.554414,-0.28560830
"9100WEMM","WEMM","WEM","Wem Rail Station","","U",351750,329010,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev",SJ5175029010,52.856408,-2.7180169
"9100WEMYSSB","WEMYSSB","WMS","Wemyss Bay Rail Station","","U",219360,668550,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",NS1936068550,55.876143,-4.8890798
"9100WENDOVR","WENDOVR","WND","Wendover Rail Station","","U",486547,207750,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SP8654707750,51.761756,-0.74737235
"9100WENHNGR","WENHNGR","WHA","Westenhanger Rail Station","","U",612825,137240,"2005-04-21T00:00:00","2011-03-24T17:35:58",2,"rev",TR1282537240,51.094959,1.0380495
"9100WENNGTN","WENNGTN","WNN","Wennington Rail Station","","U",361700,469920,"2003-11-04T00:00:00","2011-02-07T18:49:18",2,"rev",SD6170069920,54.123703,-2.5875104
"9100WESGTOS","WESGTOS","WGA","Westgate-on-Sea Rail Station","","U",632400,170000,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",TR3240070000,51.381444,1.3383618
"9100WESTRTN","WESTRTN","WES","Westerton Rail Station","","U",254130,670430,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS5413070430,55.904806,-4.3348800
"9100WETHERL","WETHERL","WRL","Wetheral Rail Station","","U",346740,554660,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NY4674054660,54.883839,-2.8317131
"9100WEYBDGB","WEYBDGB","WYB","Weybridge Rail Station","","U",507473,163651,"2005-04-21T00:00:00","2007-11-07T16:19:14",1,"rev",TQ0747363651,51.361770,-0.45773866
"9100WEYBDGE","WEYBDGE","WYB","Weybridge Rail Station","","U",507474,163651,"2005-04-21T00:00:00","2007-11-14T16:33:08",2,"rev",TQ0747463651,51.361769,-0.45772430
"9100WEYMTH","WEYMTH","WEY","Weymouth Rail Station","","U",367960,79610,"2003-11-04T00:00:00","2010-04-01T16:15:28",2,"rev",SY6796079610,50.615313,-2.4542219
"9100WGSTS","WGSTS","SWS","South Wigston Rail Station","","U",458770,298620,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP5877098620,52.582223,-1.1340771
"9100WHAILES","WHAILES","WTA","Wester Hailes Rail Station","","U",319820,669770,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT1982069770,55.914316,-3.2843391
"9100WHALLEY","WHALLEY","WHE","Whalley Rail Station","","U",372960,436495,"2003-11-04T00:00:00","2011-02-07T18:49:18",2,"rev",SD7296036495,53.824016,-2.4122530
"9100WHALYBG","WHALYBG","WBR","Whaley Bridge Rail Station","","U",401120,381480,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK0112081480,53.330233,-1.9846450
"9100WHAMHL","WHAMHL","WEH","West Ham Rail Station","","U",539210,182970,"2005-04-25T00:00:00","2010-06-04T18:47:16",3,"rev",TQ3921082970,51.528488,0.0054310681
"9100WHCH","WHCH","WHT","Whitchurch (Cardiff) Rail Station","","U",315225,180913,"2003-11-04T00:00:00","2011-03-24T17:35:58",3,"rev",ST1522580913,51.520749,-3.2232503
"9100WHHL","WHHL","WDL","Woodhall Rail Station","","U",234210,674090,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS3421074090,55.931205,-4.6554009
"9100WHHRTLA","WHHRTLA","WHL","White Hart Lane Rail Station","","U",533690,191340,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3369091340,51.605035,-0.070913617
"9100WHIFLET","WHIFLET","WFF","Whifflet Rail Station","","U",273730,664120,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS7373064120,55.853690,-4.0186551
"9100WHIMPLE","WHIMPLE","WHM","Whimple Rail Station","","U",304590,97368,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SY0459097368,50.768026,-3.3543220
"9100WHINH","WHINH","WNL","Whinhill Rail Station","","U",228540,675110,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS2854075110,55.938370,-4.7466942
"9100WHISTON","WHISTON","WHN","Whiston Rail Station","","U",347160,391080,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ4716091080,53.413867,-2.7964318
"9100WHITHVN","WHITHVN","WTH","Whitehaven Rail Station","","U",297460,518690,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",NX9746018690,54.553030,-3.5869331
"9100WHLAND","WHLAND","WTL","Whitland Rail Station","","U",219900,216500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SN1990016500,51.818028,-4.6143906
"9100WHLE","WHLE","WTE","Whitlocks End Rail Station","","U",410200,277100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP1020077100,52.391830,-1.8515388
"9100WHMDSTD","WHMDSTD","WHD","West Hampstead Rail Station","","U",525520,184725,"2005-04-25T00:00:00","2007-02-22T18:24:34",2,"rev",TQ2552084725,51.547466,-0.19118459
"9100WHMPSTM","WHMPSTM","WHP","West Hampstead Thameslink Rail Station","","U",525472,184836,"2005-04-25T00:00:00","2010-06-04T18:47:16",2,"rev",TQ2547284836,51.548474,-0.19183691
"9100WHORNDN","WHORNDN","WHR","West Horndon Rail Station","","U",562320,188048,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ6232088048,51.567944,0.34064365
"9100WHSTBLE","WHSTBLE","WHI","Whitstable Rail Station","","U",611286,166424,"2005-04-21T00:00:00","2007-02-13T17:06:21",3,"rev",TR1128666424,51.357581,1.0332947
"9100WHTBDGE","WHTBDGE","WBD","Whitley Bridge Rail Station","","U",455670,422850,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SE5567022850,53.699128,-1.1582803
"9100WHTCHRH","WHTCHRH","WCH","Whitchurch (Hants) Rail Station","","U",446330,148915,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev",SU4633048915,51.237543,-1.3377470
"9100WHTLSEA","WHTLSEA","WLE","Whittlesea Rail Station","","U",527640,296293,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev",TL2764096293,52.549527,-0.11899101
"9100WHTTON","WHTTON","WTN","Whitton Rail Station","","U",514220,173570,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ1422073570,51.449606,-0.35768141
"9100WHWLL","WHWLL","WWL","Whitwell (Derbys) Rail Station","","U",453425,376185,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",SK5342576185,53.279959,-1.2002071
